instance,true_class,explainer,p_original,comprehensiveness_auc,sufficiency_auc,comp_k1,comp_k2,comp_k3,comp_k4,comp_k5,comp_k6,comp_k7,comp_k8,comp_k9,comp_k10,suff_k1,suff_k2,suff_k3,suff_k4,suff_k5,suff_k6,suff_k7,suff_k8,suff_k9,suff_k10
1016305,Analysis,TreeSHAP,0.9657848723230564,0.6332331701384717,0.010334080950897497,0.7254341737956724,0.6278327474943228,0.5616993908573691,0.43019645718903887,0.26412010714801637,0.25425206489903085,0.19649953236173026,0.1468573750815189,0.07900350012103989,0.039621672898108494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026690323759399143,0.036557333378993785,0.036557333378993785
1016305,Analysis,Random,0.9657848723230564,0.5437293160910739,0.0035989978207123163,0.7254341737956724,0.6734173481189185,0.5183627914309199,0.507376454260158,0.48788436599332063,0.4221858335924735,0.2750692985018371,0.21689041154005553,0.19696744254323484,0.19696744254323484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017379288253838013,0.017379288253838013
1764370,Analysis,LIME,0.350594331288277,0.2583045192247585,0.5373544230733089,0.2405010862328,0.1837034688615982,0.11977114989342243,0.09591770525871203,0.07596999837940485,0.059943829070365016,0.05529205152195514,0.03664611500062535,0.03664611500062535,0.018506601415676966,0.057623761725126794,0.13553721372311284,0.15346760383061628,0.19319809563757698,0.22862683619500154,0.2012424419923464,0.23217945144619928,0.22410213460069833,0.22410213460069833,0.2338544724704696
1764370,Analysis,TreeSHAP,0.350594331288277,0.19898391818471972,0.17511103528047314,0.346746566081031,0.23988254626675132,0.16979980299990072,0.14059051993284252,0.1469637368439255,0.10250139283596325,0.10296829678140174,0.11451238306457828,0.08252816554272818,0.06961072068645027,0.007809928869943495,0.007809928869943495,0.0,0.0,0.00663438706570238,0.10301195075026373,0.10285139027996831,0.11892303618100114,0.13108127297848013,0.13580746815825098
1764370,Analysis,Random,0.350594331288277,0.09450734390910116,0.17402750896167504,0.3139690035445149,0.3139690035445149,0.2591818230764143,0.28479821940754796,0.2116894984063102,0.20468266433229954,0.2582410605445126,0.2582410605445127,0.24682440814039278,0.20927313225073843,0.004161222122764111,0.004161222122764111,0.07913950045367106,0.06657506210735799,0.05332590440382202,0.06603607140080209,0.0781253861561916,0.0781253861561916,0.08562654767856856,0.09485427869969777
1046218,Analysis,LIME,0.41252472931390827,0.34064151449716806,0.09496230222867096,0.28669293121536255,0.14323789752216184,0.11349936490892923,0.07238925939272985,0.06683040866607089,0.0072364572924295675,0.0072364572924295675,0.0072364572924295675,0.0072364572924295675,0.0072364572924295675,0.00745678155065046,0.022271589415679315,0.029154723321551765,0.03829244266712695,0.021734393036726075,0.033689361793123346,0.049620855904241944,0.07008900583840877,0.06030685935971982,0.05912696733185191
1046218,Analysis,TreeSHAP,0.41252472931390827,0.2967188811163446,0.019699602456363322,0.33065153514165097,0.16903026360358195,0.1282948141940683,0.04960891323345137,0.05969116042877659,0.1073307165345821,0.07819755888360397,0.09784821621838394,0.07443534608944792,0.06296995764808976,0.015108613563444208,0.015108613563444208,0.00745678155065046,0.0,0.006608833574300043,0.006608833574300043,0.006608833574300043,0.006608833574300043,0.006608833574300043,0.01054755515998972
1046218,Analysis,Random,0.41252472931390827,0.2396625046899791,0.05090231293849777,0.3695034683200087,0.30440831050916817,0.21593386742535284,0.14179336446344987,0.1343714313487075,0.11328408432118328,0.11328408432118328,0.12099930329356236,0.11384246336303244,0.10120186887364337,0.02574830587648254,0.02574830587648254,0.02574830587648254,0.02574830587648254,0.02574830587648254,0.016084974268545396,0.016084974268545396,0.008628192717894936,0.01643618949996041,0.024008768526697574
1781662,Analysis,LIME,0.3203362008982368,0.26122158443389776,0.03013304973705299,0.21925636754267652,0.12188494031690045,0.048815755347626284,0.0448280223733818,0.037335610994826164,0.039406260726981286,0.022139749952719147,0.022139749952719147,0.022098187749343672,0.01324151968621582,0.0,0.0,0.0,0.005698760194802029,0.010132229579932888,0.010132229579932888,0.010132229579932888,0.010132229579932888,0.0262119347312406,0.024087453496677493
1781662,Analysis,TreeSHAP,0.3203362008982368,0.24763071112583895,0.0321273976195112,0.17933304230774386,0.13444763349966085,0.10332691551274395,0.05499024008421767,0.06526621193514673,0.04716290970812469,0.043404327692383136,0.043404327692383136,0.03408316723666378,0.021636122054911066,0.0,0.005698760194802029,0.005698760194802029,0.005698760194802029,0.0,0.01318768683298759,0.01663593758518612,0.01663593758518612,0.01663593758518612,0.022723904808860707
1781662,Analysis,Random,0.3203362008982368,0.16834917453764167,0.0,0.21396377419177756,0.18116480146503253,0.18116480146503247,0.17943875544940088,0.18658436240777906,0.18959356074778985,0.13444254661084057,0.09234827595132389,0.09965571520469854,0.06151367011227599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045716,Analysis,LIME,0.4136330696487577,0.37548728816651805,0.021984633462168997,0.22509575452970565,0.05086133043403541,0.026494920454048686,0.02314785568330309,0.007582759140924628,0.007582759140924628,0.007582759140924628,0.007582759140924628,0.007582759140924628,0.017944158016680235,0.0,0.0,0.0,0.0,0.0,0.0,0.01928467217286276,0.01928467217286276,0.02618318494743603,0.02618318494743603
1045716,Analysis,TreeSHAP,0.4136330696487577,0.31072919216510997,0.017826269838764477,0.4136330696487576,0.2564839418956459,0.1201940541664439,0.0975600438553149,0.04386222991781355,0.03521736311269268,0.026397768760850763,0.026397768760850763,0.009292534718107467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009601655698439644,0.009601655698439644,0.027266017870536438,0.027266017870536438
1045716,Analysis,Random,0.4136330696487577,0.3075281549698473,0.0,0.4136330696487577,0.3424597892883798,0.15835062040399178,0.03463364778871479,0.03463364778871479,0.02482969240823171,0.014829692408231709,0.014829692408231709,0.014829692408231709,0.008019602237618084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
